Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
14,TMEM97,0.53,42.2,0
14,NAA50,0.53,65.4,0
14,UTP14A,0.53,47,0
14,CDK5RAP2,0.53,43.3,0
14,CARS2,0.53,53.6,0
14,NOXO1,0.53,46.7,0
14,GPATCH4,0.53,53.8,0
14,DDX1,0.53,57.5,0
14,MRPS5,0.53,64.5,0
14,OLA1,0.53,58.5,0
14,DHX9,0.52,66.4,0
14,FGFR4,0.52,42.9,0
14,NUSAP1,0.52,37.8,0
14,PCSK9,0.52,32.7,0
14,PNMA5,0.52,12.8,0
14,MRPS26,0.52,60.9,0
14,MDN1,0.52,46.4,0
14,CBX1,0.52,52.1,0
14,GMNN,0.52,50.4,0
14,AURKB,0.52,32.6,0
14,CXCL3,0.52,42,0
14,RCN1,0.52,41.4,0
14,ATIC,0.52,53.6,0
14,MRTO4,0.52,51.4,0
14,GMDS,0.52,67.8,0
14,NPTX2,0.52,27.7,0
14,BAG5,0.52,56,0
14,RRP1,0.51,46.1,0
14,CEP55,0.51,34.9,0
14,SF3B3,0.51,56,0
14,ZNF121,0.51,46.2,0
14,PBK,0.51,35.4,0
14,BOLA3,0.51,62.6,0
14,RPA3,0.51,56.1,0
14,EMP2,0.51,67.8,0
14,ACSL3,0.51,59.1,0
14,MSI2,0.51,61.6,0
14,PSMD1,0.51,62.3,0
14,ENGASE,0.51,45.4,0
14,CEBPZ,0.51,71.7,0
14,DAZAP1,0.51,68.5,0
14,TBX3,0.51,36.5,0
14,MRPS12,0.5,60.8,0
14,PLPP2,0.5,59.2,0
14,TESC,0.5,36.2,0
14,SIGMAR1,0.5,47.5,0
14,CCNA2,0.5,33.7,0
14,SHMT2,0.5,49.3,0
14,PDHA1,0.5,62.4,0
14,IARS,0.5,51.8,0
14,EPPK1,0.5,45.6,0
14,LIPG,0.5,35.7,0
14,MRPL3,0.5,58.7,0
14,FOXM1,0.5,37,0
14,BRIX1,0.5,51.6,0
14,TCERG1,0.5,63.7,0
14,FAM136A,0.5,61.3,0
14,KDM1A,0.5,52.6,0
14,RBBP7,0.5,38.1,0
14,PARP1,0.5,68.3,0
14,TMPO,0.5,57,0
14,SNRPA,0.5,54.2,0
14,DDX54,0.49,54.6,0
14,CTBP2,0.49,61.9,0
14,GARS,0.49,54.5,0
14,NDUFA8,0.49,56.9,0
14,NOLC1,0.49,46.7,0
14,INTS1,0.49,52.1,0
14,S100A16,0.49,67,0
14,TBRG4,0.49,53.6,0
14,PLK1,0.49,30.6,0
14,REXO4,0.49,50.4,0
14,MRPL4,0.49,55.6,0
14,SGO2,0.49,34.7,0
14,SMARCC1,0.49,66.7,0
14,YBX3,0.49,77.6,0
14,EPB41L2,0.49,49.8,0
14,RAD51AP1,0.49,36.8,0
14,DSG2,0.49,73.8,0
14,PMPCA,0.49,51.7,0
14,LMNB1,0.49,47.5,0
14,AFDN,0.48,71,0
14,TRMT10C,0.48,54.4,0
14,NPM3,0.48,41.9,0
14,MCM8,0.48,36.3,0
14,ENAH,0.48,47.9,0
14,BRCA1,0.48,31.6,0
14,MCM2,0.48,36.5,0
14,CCDC124,0.48,55.8,0
14,PTGES2,0.48,58.4,0
14,EPCAM,0.48,90.7,0
14,LRRC58,0.48,52,0
14,DENR,0.48,60.2,0
14,KAT2A,0.48,40.7,0
14,ATAD3A,0.48,42.8,0
14,KRTCAP3,0.48,48.8,0
14,CCT8,0.47,63,0
14,ZWINT,0.47,38.2,0
14,PSMG3,0.47,52.5,0
14,FADS1,0.47,30.2,0
14,DHCR24,0.47,47.7,0
14,LAS1L,0.47,44,0
14,SMARCA4,0.47,48.7,0
14,PTPN11,0.47,53.9,0
14,CDH1,0.47,74.1,0
14,SLC7A1,0.47,47.3,0
14,ACTL6A,0.47,48.7,0
14,RANBP6,0.47,32.9,0
14,HSPA9,0.47,60.4,0
14,DDX39A,0.47,57.7,0
14,PUS7L,0.46,49.4,0
14,BZW2,0.46,53.5,0
14,DNAJC2,0.46,54.1,0
14,USP7,0.46,65.8,0
14,MAGEF1,0.46,44.5,0
14,UQCC2,0.46,59.7,0
14,RBM28,0.46,51.7,0
14,CDC25B,0.46,40.5,0
14,SFN,0.46,74.4,0
14,WDR5,0.46,42,0
14,NUDT21,0.46,55,0
14,DUS1L,0.46,45.7,0
14,KIF11,0.46,32.1,0
14,CCNB2,0.46,31.7,0
14,PKP2,0.46,56.5,0
14,RANGAP1,0.45,44.1,0
14,RPL7L1,0.45,49.6,0
14,FADS2,0.45,19.4,0
14,CERS6,0.45,56.6,0
14,EXOSC2,0.45,38.2,0
14,PM20D2,0.45,40.6,0
14,ANLN,0.45,30.2,0
14,ALDH1B1,0.45,38.3,0
14,LTBR,0.45,54.8,0
14,STRBP,0.45,49.5,0
14,WDR46,0.45,46.8,0
14,IGF2BP2,0.45,53.6,0
14,POLDIP2,0.45,50.3,0
14,SLC31A1,0.45,45.1,0
14,KPNA2,0.45,48.3,0
14,MYO10,0.45,57.1,0
14,NIFK,0.45,57.5,0
14,NMT1,0.45,55.1,0
14,BRCC3,0.45,46.1,0
14,NOP14,0.45,44.5,0
14,PA2G4,0.45,52.5,0
14,MAL2,0.45,65.5,0
14,MZT1,0.45,46.1,0
14,KIF14,0.45,26.4,0
14,HSD17B10,0.45,58,0
14,PROX1,0.44,33,0
14,BUB1,0.44,30.4,0
14,CENPU,0.44,34.4,0
14,ITPR3,0.44,55,0
14,WDR90,0.44,29.3,0
14,MIS18A,0.44,40.2,0
14,EZH2,0.44,47.1,0
14,FAM111B,0.44,28.5,0
14,RCC1,0.44,41.9,0
14,TSPAN6,0.44,48.6,0
14,ETV4,0.44,33.8,0
14,ASPH,0.44,50.1,0
14,IARS2,0.44,58.3,0
14,GALNT6,0.44,43.6,0
14,NTHL1,0.43,49.6,0
14,CFTR,0.43,42,0
14,MCCC2,0.43,49.4,0
14,MYB,0.43,43.1,0
14,PNO1,0.43,44.6,0
14,DDX52,0.43,51.8,0
14,EFTUD2,0.43,43.8,0
14,NCKAP1,0.43,57.8,0
14,GART,0.43,40.8,0
14,PYCR1,0.43,41.6,0
14,POF1B,0.43,61.4,0
14,MTHFD1L,0.43,33.4,0
14,ABHD11,0.43,55.9,0
14,ALG3,0.43,46.8,0
14,LIG1,0.43,34.5,0
14,TNRC18,0.43,49,0
14,CYB5B,0.43,56.6,0
14,EXOSC6,0.43,50.4,0
14,CIP2A,0.42,31.4,0
14,MSH6,0.42,38.6,0
14,EXPH5,0.42,43,0
14,HIST1H3B,0.42,23.1,0
14,ZDHHC9,0.42,42.7,0
14,COPRS,0.42,46,0
14,SQLE,0.42,35.9,0
14,SNRNP25,0.42,46.8,0
14,ZIC2,0.42,28.2,0
14,PHGDH,0.42,32.2,0
14,LARP4,0.42,53.1,0
14,TARS,0.42,53.5,0
14,LYAR,0.42,51.6,0
14,ACACA,0.42,33.7,0
14,CDCA8,0.42,31.3,0
14,IPO9,0.42,42.4,0
14,NSUN5,0.42,40.2,0
14,CLDN2,0.42,19.1,0
14,TCF20,0.42,44.7,0
14,TELO2,0.42,36.3,0
14,NDUFAF2,0.42,51.2,0
14,MLST8,0.42,43.1,0
14,GAL,0.42,27.7,0
14,TFAM,0.42,54.9,0
14,CKS1B,0.42,38,0
14,HIST1H3G,0.41,20.6,0
14,MRPS23,0.41,46.2,0
14,CCNB1IP1,0.41,45.7,0
14,VSNL1,0.41,33.5,0
14,NDC1,0.41,36,0
14,CENPB,0.41,47.2,0
14,TSR1,0.41,43,0
14,PKP4,0.41,44.7,0
14,DDAH1,0.41,50.4,0
14,MMAB,0.41,43.6,0
14,TOMM70,0.41,48,0
14,WDR77,0.41,41.7,0
14,BACE2,0.41,49.4,0
14,GMPS,0.41,46,0
14,TOX3,0.41,45.2,0
14,TACC3,0.41,32.4,0
14,SINHCAF,0.4,55.2,0
14,JPH1,0.4,33.1,0
14,TONSL,0.4,30.4,0
14,SCML1,0.4,42.3,0
14,POLE,0.4,28.1,0
14,TRIB3,0.4,26.1,0
14,MECOM,0.4,47.4,0
14,IMMT,0.4,53.1,0
14,HTATSF1,0.4,52.3,0
14,ECPAS,0.4,44.2,0
14,NAE1,0.4,51,0
14,PTPRO,0.4,25.1,0
14,CENPK,0.4,37.9,0
14,NOC2L,0.4,43,0
14,NCR3LG1,0.4,28.1,0
14,DHFR,0.4,31.7,0
14,NOB1,0.4,47.4,0
14,PSME3,0.4,43.5,0
14,SGTA,0.4,46.9,0
14,ESCO2,0.4,23.2,0
14,FTSJ3,0.4,42,0
14,CTNNAL1,0.4,39.4,0
14,RUVBL2,0.4,41.7,0
14,BRD3,0.4,50.3,0
14,POLR2D,0.4,39.2,0
14,RFC2,0.4,36.7,0
14,PAFAH1B3,0.4,43.8,0
14,CIT,0.4,27.5,0
14,GNPNAT1,0.4,44.3,0
14,MTIF2,0.4,48.5,0
14,RPF2,0.4,43.4,0
14,NUTF2,0.4,52.1,0
14,FANCB,0.4,22.9,0
14,GSPT2,0.39,26.6,0
14,NELFB,0.39,50.9,0
14,TOPBP1,0.39,40.4,0
14,GTF3C4,0.39,37.5,0
14,GALNT3,0.39,57.5,0
14,FARSB,0.39,40.1,0
14,ENTR1,0.39,39.3,0
14,KIF2C,0.39,24.5,0
14,UMPS,0.39,38.9,0
14,PRPF4,0.39,40.6,0
14,SOWAHC,0.39,44.9,0
14,TRUB2,0.39,43.9,0
14,UNG,0.39,32.6,0
14,TEAD1,0.39,38.9,0
14,USP5,0.39,40.7,0
14,PIEZO1,0.39,42.3,0
14,GIT1,0.38,40.3,0
14,C20orf27,0.38,39.6,0
14,ARHGAP11A,0.38,27.7,0
14,F12,0.38,30.1,0
14,NCAPG2,0.38,29.3,0
14,GSS,0.38,50.7,0
14,MTHFD1,0.38,37,0
14,AIFM1,0.38,42.8,0
14,HCFC1,0.38,44.8,0
14,CHCHD3,0.38,47.5,0
14,PGD,0.38,44.8,0
14,HJURP,0.38,21.8,0
14,LRP4,0.38,26.2,0
14,GCN1,0.38,41.8,0
14,COASY,0.38,44.7,0
14,BOD1,0.38,42.9,0
14,CDCA7L,0.38,35.8,0
14,SNHG15,0.38,51.3,0
14,ASF1B,0.38,28.1,0
14,DDX56,0.38,46.5,0
14,DDX10,0.37,40.2,0
14,CEP295,0.37,34.7,0
14,ARHGAP32,0.37,49.5,0
14,NUDT15,0.37,40.6,0
14,NUP205,0.37,34.3,0
14,CEL,0.37,20.5,0
14,NCAPD3,0.37,29.5,0
14,VKORC1L1,0.37,44.1,0
14,HOOK1,0.37,48.7,0
14,POP7,0.37,48.4,0
14,SCRIB,0.37,41.8,0
14,NABP2,0.37,41.2,0
14,BMP7,0.37,24.9,0
14,TIMELESS,0.37,28.8,0
14,CDC42EP1,0.37,37.4,0
14,LAPTM4B,0.37,37.6,0
14,PLA2G2A,0.37,55.3,0
14,CHDH,0.37,40.7,0
14,GTF3C5,0.37,38.6,0
14,UBAC1,0.37,49.4,0
14,AL355338.1,0.37,33.3,0
14,WDR12,0.37,36.8,0
14,NCAPG,0.37,25.6,0
14,MBD3,0.37,42.5,0
14,BMS1,0.37,46.2,0
14,MIPEP,0.36,33.1,0
14,DDB1,0.36,49.4,0
14,XPOT,0.36,39.9,0
14,XPO5,0.36,32,0
14,PSMG1,0.36,42.3,0
14,GTPBP4,0.36,50.3,0
14,MCM6,0.36,33.8,0
14,PLOD3,0.36,45.1,0
14,ZNF598,0.36,37.5,0
14,TRIM29,0.36,29.7,0
14,HOXA9,0.36,32.4,0
14,ZMYND19,0.36,31.8,0
14,TIMM8A,0.36,30.7,0
14,DFFA,0.36,38.4,0
14,HSDL2,0.36,43.9,0
14,SRPX2,0.36,22.3,0
14,ITGA2,0.36,40.1,0
14,DDX23,0.36,52.2,0
14,RMI2,0.36,28.5,0
14,YARS,0.35,40.8,0
14,ATAD3B,0.35,33.4,0
14,E2F1,0.35,23,0
14,MYO19,0.35,31,0
14,NUP93,0.35,34.6,0
14,AURKA,0.35,28.3,0
14,TEDC1,0.35,29.5,0
14,NFIB,0.35,48.8,0
14,SCARB1,0.35,36,0
14,DNAAF5,0.35,36.5,0
14,CLDN1,0.35,27.7,0
14,KRT23,0.35,20.3,0
14,ACE2,0.35,23.8,0
14,NAV2,0.35,27.5,0
14,MID1IP1,0.35,43.7,0
14,STIL,0.35,25.3,0
14,IMPDH1,0.35,36.6,0
14,PAK1IP1,0.35,40.2,0
14,KIAA0100,0.35,41.6,0
14,RFWD3,0.35,32.9,0
14,PSME4,0.35,43.9,0
14,CDKN3,0.35,28,0
14,NEBL,0.35,34.1,0
14,KIFC1,0.35,23.9,0
14,FAM83H,0.35,38.9,0
14,TRAF7,0.35,48.8,0
14,ZGRF1,0.34,21.1,0
14,PRPS2,0.34,39.8,0
14,ARFGEF3,0.34,41.1,0
14,WRNIP1,0.34,42.6,0
14,UTP6,0.34,42.3,0
14,MRRF,0.34,38.1,0
14,RNF8,0.34,39.4,0
14,CENPH,0.34,32.3,0
14,GJB1,0.34,39.1,0
14,PLEK2,0.34,35.3,0
14,TBCD,0.34,39.3,0
14,MCM10,0.34,23.7,0
14,E2F8,0.34,22.5,0
14,MCM5,0.34,34.8,0
14,CAD,0.34,29.5,0
14,CNN3,0.34,43.8,0
14,DCAF13,0.34,42.5,0
14,TUBGCP3,0.34,33.9,0
14,ARSE,0.34,34.1,0
14,RFC3,0.34,25.6,0
14,RRP15,0.34,44.6,0
14,SELENOI,0.34,37.3,0
14,CARM1,0.34,44.3,0
14,PGAM5,0.33,33.4,0
14,MAGOHB,0.33,39,0
14,YAP1,0.33,38.8,0
14,NAT10,0.33,35.7,0
14,AC020656.2,0.33,10.5,0
14,CETN2,0.33,39.6,0
14,DNAJA3,0.33,33.9,0
14,BRAT1,0.33,33.4,0
14,TGS1,0.33,49.1,0
14,TSN,0.33,44,0
14,NEK6,0.33,35.3,0
14,MRM2,0.33,32.4,0
14,FIGNL1,0.33,23.1,0
14,EXOSC4,0.33,38.8,0
14,FSCN1,0.33,28.1,0
14,PTK7,0.33,25.9,0
14,PDCD11,0.33,34.6,0
14,TIMM50,0.33,41,0
14,UTP20,0.33,33.9,0
14,CHEK1,0.33,27.6,0
14,EIF2B5,0.33,38.3,0
14,PNPO,0.33,32.9,0
14,URM1,0.33,43.9,0
14,NOC3L,0.32,40.3,0
14,CEP78,0.32,31.8,0
14,NAXD,0.32,34.4,0
14,ATP11A,0.32,34.4,0
14,PUS1,0.32,30.6,0
14,RPP25,0.32,31.8,0
14,FANCA,0.32,19.9,0
14,RARS,0.32,44.7,0
14,ANAPC7,0.32,33.6,0
14,NUP37,0.32,38.7,0
14,LAMB1,0.32,37.8,0
14,KIF23,0.32,21.4,0
14,CYB561,0.32,38.9,0
14,MELK,0.32,24.9,0
14,KCTD3,0.32,36.9,0
14,SLC29A1,0.32,29.6,0
14,DDX11,0.32,28.3,0
14,EPHB4,0.32,28.8,0
14,RTKN,0.32,30.8,0
14,CHRM3,0.32,23.5,0
14,PES1,0.32,35,0
14,AKAP1,0.32,24.4,0
14,CKAP2,0.32,35.5,0
14,INCENP,0.32,20.2,0
14,XPO4,0.32,32,0
14,TTLL12,0.32,38.7,0
14,MDC1,0.32,27.8,0
14,FARP1,0.32,33.4,0
14,EHMT2,0.32,34.2,0
14,MYO1B,0.32,42.4,0
14,CCNF,0.32,20.9,0
14,MRPS27,0.32,36.3,0
14,HSPBP1,0.32,37,0
14,NUP155,0.32,31.7,0
14,BLM,0.31,26.2,0
14,KIF18B,0.31,18.8,0
14,PCID2,0.31,39.5,0
14,DSN1,0.31,28.5,0
14,DDX55,0.31,29.8,0
14,ZNRF3,0.31,27.2,0
14,HKDC1,0.31,31,0
14,MRE11,0.31,40.4,0
14,RBP2,0.31,17.4,0
14,SERPINB5,0.31,27.7,0
14,COL27A1,0.31,21.6,0
14,TTK,0.31,23.3,0
14,NOL10,0.31,38,0
14,CENPN,0.31,29.4,0
14,PHF6,0.31,42.5,0
14,TOMM34,0.31,32.7,0
14,SPDL1,0.31,25.6,0
14,ACOT7,0.31,41.2,0
14,NKD1,0.31,19.2,0
14,KCNE3,0.31,33.3,0
14,POLR1A,0.31,31.4,0
14,LRRC45,0.31,26.6,0
14,TOP1MT,0.31,31,0
14,FANCD2,0.31,26.2,0
14,RAE1,0.31,36,0
14,TIGD1,0.31,22.4,0
14,TBC1D16,0.31,25.4,0
14,PLAGL2,0.31,34.6,0
14,MACROD1,0.31,32.2,0
14,TM4SF1,0.31,35.9,0
14,DACH1,0.3,26.7,0
14,CMTM4,0.3,35.2,0
14,ICMT,0.3,37.1,0
14,FZD3,0.3,25.2,0
14,CEMIP,0.3,21.7,0
14,AIMP2,0.3,35.4,0
14,UGT8,0.3,38,0
14,DDX51,0.3,29.8,0
14,FAM161A,0.3,18.8,0
14,G6PD,0.3,32,0
14,SKA3,0.3,24,0
14,PLS3,0.3,32.5,0
14,PAQR4,0.3,25.9,0
14,NUF2,0.3,22.9,0
14,LAD1,0.3,30.1,0
14,SLC4A2,0.3,33.3,0
14,NCAPH,0.3,23.4,0
14,AGPAT2,0.3,38,0
14,UBFD1,0.3,33.6,0
14,MRPL19,0.3,31,0
14,MRGBP,0.3,34.1,0
14,PUS7,0.3,25.7,0
14,LARGE2,0.3,19.3,0
14,NUP107,0.3,31.3,0
14,SLC5A1,0.3,31.1,0
14,TRMT61A,0.3,29.6,0
14,PIGU,0.3,32.5,0
14,KIF18A,0.29,19.2,0
14,UTP18,0.29,37.7,0
14,RRS1,0.29,18.8,0
14,SAE1,0.29,39.6,0
14,PELP1,0.29,35.8,0
14,NUP160,0.29,30.5,0
14,HEATR1,0.29,33.2,0
14,ERCC6L,0.29,18,0
14,KHSRP,0.29,29.3,0
14,PLXNA1,0.29,24.2,0
14,FLVCR1,0.29,32.6,0
14,POLA1,0.29,24.3,0
14,RFC4,0.29,28.5,0
14,PNPT1,0.29,36.9,0
14,WDR72,0.29,25.1,0
14,RBL1,0.29,24.3,0
14,LINC02432,0.29,12.5,0
14,AL161431.1,0.28,19,0
14,MEST,0.28,30.4,0
14,DCUN1D2,0.28,24.6,0
14,RNF128,0.28,31.5,0
14,CTPS1,0.28,25.6,0
14,G6PC3,0.28,31.2,0
14,QSOX2,0.28,26.7,0
14,EREG,0.28,32.6,0
14,GTF2H3,0.28,35.6,0
14,JAG2,0.28,21.3,0
14,NUP43,0.28,28.5,0
14,DHX37,0.28,26.4,0
14,FAM83D,0.28,21.7,0
14,FAM84B,0.28,30,0
14,AC124067.4,0.28,18,0
14,LRRCC1,0.28,29.6,0
14,PPIH,0.28,37.6,0
14,BRIP1,0.28,19,0
14,CHAF1A,0.28,22.9,0
14,C8orf33,0.28,34.4,0
14,MTPAP,0.28,30.8,0
14,GINS4,0.28,21.4,0
14,KIAA1958,0.28,22.1,0
14,PPAT,0.27,27.5,0
14,NUP188,0.27,27.2,0
14,NME1,0.27,30.5,0
14,PPIL1,0.27,28.8,0
14,AC124798.1,0.27,22.4,0
14,CDCA2,0.27,19.4,0
14,BSPRY,0.27,30.4,0
14,CHD1L,0.27,32.7,0
14,FAM3B,0.27,26,0
14,UHRF1,0.27,19.2,0
14,TUBG1,0.27,27.3,0
14,SAC3D1,0.27,28.1,0
14,MND1,0.27,20.9,0
14,LINC02086,0.27,27.8,0
14,NAA25,0.27,34.4,0
14,PARPBP,0.27,23.3,0
14,NUP85,0.26,26.4,0
14,SMTN,0.26,29.2,0
14,URB1,0.26,27.4,0
14,DLAT,0.26,33.6,0
14,NSUN2,0.26,36.6,0
14,SHMT1,0.26,27,0
14,LGR5,0.26,17,0
14,STMN1,0.26,23.7,0
14,LRP8,0.26,19.8,0
14,INTS13,0.26,29,0
14,ODF2,0.26,23.7,0
14,RUVBL1,0.26,28.5,0
14,ZWILCH,0.26,26.1,0
14,ERAL1,0.26,28.3,0
14,NOP16,0.25,27.7,0
14,KNL1,0.25,18.5,0
14,GPR157,0.25,23.4,0
14,LINC02001,0.25,32.3,0
14,WDR24,0.25,23,0
14,GRB7,0.25,28.2,0
14,INTS2,0.25,27.1,0
14,AZGP1,0.25,25.3,0
14,HMBS,0.25,30,0
14,SLC37A4,0.25,31.8,0
14,TFF3,-0.71,86.4,0
14,JUND,-0.96,83.8,0
14,VIM,-2.3,10.1,0
14,ABHD2,0.45,55.7,1.62E-306
14,MPHOSPH10,0.39,53.3,2.03E-306
14,UCHL3,0.42,47,2.38E-306
14,SNRPC,0.53,60.8,6.83E-306
14,ESRP1,0.32,53.3,9.00E-306
14,CAPRIN1,0.41,57.5,2.39E-305
14,PCNT,0.41,36.4,2.57E-305
14,FBXO5,0.25,21.2,4.24E-305
14,MRPS18A,0.38,49.3,5.12E-305
14,EIF4A1,0.5,70.2,7.90E-305
14,LYRM4,0.28,33.9,1.40E-304
14,VAPB,0.29,42,1.72E-304
14,PAXIP1-AS1,0.3,32.8,1.83E-304
14,SRGN,-2.42,9.8,1.11E-303
14,TNFRSF12A,0.3,29.1,1.90E-303
14,RIOK1,0.26,37.6,3.09E-303
14,USP10,0.33,45.9,3.37E-303
14,MFHAS1,0.3,42,5.33E-303
14,RPIA,0.31,40.8,6.62E-303
14,SKA2,0.29,40.3,7.95E-303
14,MRPL13,0.34,46,8.64E-303
14,ILF2,0.5,66.3,1.45E-302
14,FDPS,0.58,65.3,4.56E-302
14,FKBP3,0.46,60.6,9.37E-302
14,LSG1,0.37,45.2,1.53E-301
14,PSMD11,0.55,60.7,8.76E-301
14,EEF2,0.59,92.7,4.78E-300
14,MRPL15,0.34,44.1,8.17E-300
14,HNRNPA3,0.6,86.7,8.33E-300
14,COIL,0.33,41.4,1.25E-299
14,RBM15,0.36,30.3,1.54E-299
14,MROH6,0.27,20.2,2.99E-299
14,SND1,0.45,59,8.66E-299
14,OPA1,0.33,47.5,3.90E-298
14,BLMH,0.26,28.7,7.96E-298
14,MRPL14,0.5,68.3,8.17E-298
14,MYO6,0.43,64.5,1.28E-297
14,ADAT2,0.28,27.8,2.59E-297
14,MVD,0.45,44.6,3.47E-297
14,SLC6A6,0.28,30.9,3.56E-297
14,RPN1,0.53,72.4,3.65E-297
14,PURB,0.5,59.1,5.09E-297
14,ATR,0.28,31.1,1.01E-296
14,XRCC6,0.52,72.8,1.43E-296
14,RRP7A,0.4,55.9,2.93E-296
14,POFUT1,0.26,30.6,3.26E-296
14,ZMYM2,0.43,53.9,7.70E-296
14,EFNB1,0.35,44.4,1.59E-295
14,USH1C,0.37,58.4,3.29E-295
14,SNRPG,0.62,75,4.87E-295
14,DIAPH1,0.42,65.6,8.76E-295
14,HOXB7,0.36,49.6,2.04E-294
14,MYO5B,0.27,23.6,3.32E-294
14,MRPL58,0.26,32.5,4.46E-294
14,GEN1,0.27,27.7,7.74E-294
14,GAN,0.29,38.4,1.21E-293
14,GSR,0.37,47.9,1.53E-293
14,ADAM9,0.33,44.5,1.74E-293
14,IWS1,0.4,46.4,2.87E-293
14,NOL11,0.25,31.5,2.95E-293
14,GPS1,0.42,49.7,5.39E-293
14,CENPM,0.27,31.4,1.33E-292
14,ABCE1,0.33,45.8,1.42E-292
14,MAZ,0.28,29.9,1.86E-292
14,IMP4,0.35,50.3,1.89E-292
14,TIMM44,0.31,42.4,2.94E-292
14,ZKSCAN1,0.52,73.2,1.05E-291
14,TARBP1,0.28,31.1,1.15E-291
14,KIF3B,0.36,50.4,1.66E-291
14,AGPAT5,0.29,38.2,2.62E-291
14,POU2F1,0.31,34,4.07E-291
14,CDC16,0.26,33.2,4.82E-291
14,C16orf91,0.28,39.2,1.18E-290
14,EIF5A,0.61,78,1.95E-290
14,PAXBP1,0.45,53,1.99E-290
14,DDX27,0.42,64.4,2.22E-290
14,SOCS4,0.35,40.7,6.87E-290
14,PTK2,0.28,39.5,4.46E-289
14,SRRT,0.33,42.8,4.61E-289
14,UGGT1,0.37,46.2,6.03E-289
14,STK38L,0.33,38.8,8.90E-289
14,WDR45B,0.41,51.1,2.16E-288
14,TRIP6,0.3,33.5,3.19E-288
14,NAP1L4,0.44,66.8,7.59E-288
14,PRMT1,0.49,63.8,1.68E-287
14,FKBP9,0.26,35.2,3.71E-287
14,DUSP1,-1.25,47.3,8.00E-287
14,S100A13,0.39,58.9,8.40E-287
14,NASP,0.43,64,1.42E-286
14,LGALS3BP,0.43,86,2.30E-286
14,HADH,0.35,50.6,2.75E-286
14,SF3A3,0.31,46.3,2.90E-286
14,LRP6,0.25,28.7,4.01E-286
14,COLGALT1,0.27,37.3,6.95E-286
14,ZDHHC20,0.33,50.7,7.83E-286
14,PDCD5,0.51,64.4,8.08E-286
14,LYPLA1,0.45,60.7,1.97E-285
14,MTCH2,0.35,44.7,1.99E-285
14,RBM3,0.61,86.2,5.27E-285
14,SNRPE,0.49,61.2,7.27E-285
14,IFRD2,0.3,36.9,7.80E-285
14,USP1,0.34,48,1.78E-284
14,HES1,0.59,79.6,3.66E-284
14,PCYT2,0.33,36.1,4.24E-284
14,YBX1,0.59,92,6.09E-284
14,GSE1,0.41,54.2,1.71E-283
14,PPP1R14B,0.44,58.7,2.04E-283
14,CEP152,0.28,20.4,3.97E-283
14,SH2D4A,0.27,30.4,6.71E-283
14,ANO9,0.49,50.6,1.02E-282
14,SLC52A2,0.44,54.7,1.30E-281
14,DPH7,0.33,33.5,2.13E-281
14,G3BP1,0.49,74,2.20E-281
14,DHX40,0.31,35.8,2.59E-281
14,CNOT1,0.4,64.1,2.89E-281
14,ANP32B,0.58,84.2,4.65E-281
14,CASK,0.35,49,5.01E-281
14,VPS35,0.46,67.7,5.45E-281
14,NOL8,0.27,33.9,1.68E-280
14,MTG2,0.27,30.8,6.23E-280
14,TIMM10,0.35,49.4,7.30E-280
14,FABP5,0.34,54.6,1.51E-279
14,SH3YL1,0.26,38.5,2.48E-279
14,AGO2,0.4,62,3.87E-279
14,STARD7,0.39,56.9,7.82E-279
14,RRP1B,0.28,40.1,1.10E-278
14,GAR1,0.27,38.2,1.21E-278
14,ANXA3,0.31,34.9,1.40E-278
14,TNFRSF10A,0.27,28.6,1.52E-278
14,TXN,0.62,90.5,1.57E-278
14,DPM2,0.34,43.7,2.42E-278
14,SMC6,0.29,42.6,3.72E-278
14,NCBP2-AS2,0.4,50.7,9.35E-278
14,KNTC1,0.27,22.8,1.84E-277
14,CRLS1,0.32,44.5,3.19E-277
14,RSRC1,0.36,51.1,3.86E-277
14,IDH1,0.32,46.9,4.72E-277
14,HNRNPM,0.54,79,4.79E-277
14,TRIM44,0.67,71.9,6.17E-277
14,PSMD2,0.46,60.8,6.40E-277
14,LAMA5,0.26,21.2,3.08E-276
14,AC021218.1,0.27,19.9,1.16E-275
14,KCNN4,0.34,34.1,1.30E-275
14,TXNIP,-1.38,55.9,1.97E-275
14,STIP1,0.32,51.3,4.27E-275
14,DLG3,0.28,41.7,1.04E-274
14,TPD52L2,0.31,42.5,1.98E-274
14,SNX5,0.4,58.5,2.06E-274
14,TPRKB,0.37,48.8,2.43E-274
14,UBA1,0.41,61.1,6.60E-274
14,CEP250,0.28,21.8,2.14E-273
14,JUNB,-1.21,75.2,4.69E-273
14,C1orf35,0.38,44,2.02E-272
14,DTX2,0.28,36.4,7.87E-272
14,ANKLE2,0.36,47.7,1.61E-271
14,AGR2,0.51,81.1,1.81E-271
14,TCP1,0.48,70.8,1.84E-271
14,PTGES3,0.57,85.9,2.63E-271
14,CPSF2,0.3,42.8,3.63E-271
14,ATXN7L3B,0.43,59.5,3.67E-271
14,DCUN1D5,0.27,36.8,1.00E-270
14,FANCF,0.26,27.1,1.32E-270
14,MLF2,0.48,66.2,1.67E-270
14,RPL23,0.7,95.6,1.69E-270
14,POLR3K,0.28,35.8,6.08E-270
14,MRPS15,0.44,60.5,8.57E-270
14,ATP5F1B,0.61,87.6,1.53E-269
